order_id,order_date,customer_id,status,quantity,unit_price,currency,total_amount
1,2020-04-15,C1107,closed,5,30.65,USD,150.86
2,2020-04-16,C1567,open,2,27.43,USD,54.21
3,2020-04-17,C1589,open,2,37.6,USD,74.95
4,2020-04-18,C1478,closed,9,27.59,USD,249.13
5,2020-04-19,C1287,closed,7,17.83,USD,125.8
6,2020-04-20,C1855,closed,7,19.13,USD,131.39
7,2020-04-21,C1975,pending,8,24.42,USD,196.23
8,2020-04-22,C1555,closed,7,29.09,USD,201.41
9,2020-04-23,C1034,closed,2,36.67,USD,73.51
10,2020-04-24,C1079,open,3,30.67,USD,91.27
11,2020-04-25,C1900,open,7,39.45,USD,274.27
12,2020-04-26,C1632,closed,6,10.31,USD,60.84
13,2020-04-27,C1547,closed,2,24.0,USD,47.65
14,2020-04-28,C1662,open,1,20.88,USD,20.52
15,2020-04-29,C1871,open,2,15.31,USD,30.62
16,2020-04-30,C1559,closed,3,17.03,USD,51.22
17,2020-05-01,C1223,open,1,16.82,USD,16.65
18,2020-05-02,C1690,open,3,34.67,USD,102.35
19,2020-05-03,C1309,closed,1,27.5,USD,27.8
20,2020-05-04,C1162,closed,1,22.04,USD,22.09
21,2020-05-05,C1600,closed,5,25.56,USD,129.91
22,2020-05-06,C1681,pending,1,35.45,USD,35.96
23,2020-05-07,C1303,closed,7,25.7,USD,183.14
24,2020-05-08,C1833,closed,7,12.96,USD,90.36
25,2020-05-09,C1984,closed,1,29.37,USD,29.47
26,2020-05-10,C1645,open,9,29.6,USD,263.93
27,2020-05-11,C1769,open,9,28.7,USD,260.28
28,2020-05-12,C1038,open,2,37.66,USD,75.65
29,2020-05-13,C1009,open,1,16.37,USD,16.15
30,2020-05-14,C1118,closed,2,39.92,USD,78.39
31,2020-05-15,C1591,open,5,12.05,USD,59.09
32,2020-05-16,C1590,closed,1,33.38,USD,33.07
33,2020-05-17,C1105,closed,8,28.44,USD,231.81
34,2020-05-18,C1997,closed,1,33.75,USD,33.2
35,2020-05-19,C1651,closed,5,20.65,USD,102.09
36,2020-05-20,C1942,open,7,39.92,USD,275.63
37,2020-05-21,C1917,closed,1,13.78,USD,13.71
38,2020-05-22,C1108,pending,3,29.14,USD,85.89
39,2020-05-23,C1165,pending,4,38.9,USD,155.39
40,2020-05-24,C1930,closed,5,28.88,USD,145.43
41,2020-05-25,C1728,closed,1,26.44,USD,26.29
42,2020-05-26,C1290,open,9,22.75,USD,206.17
43,2020-05-27,C1002,open,9,30.21,USD,275.09
44,2020-05-28,C1111,closed,9,34.43,USD,315.14
45,2020-05-29,C1033,pending,2,22.65,USD,44.96
46,2020-05-30,C1598,open,1,39.7,USD,40.24
47,2020-05-31,C1900,closed,6,23.69,USD,143.66
48,2020-06-01,C1936,pending,2,18.51,USD,37.69
49,2020-06-02,C1083,closed,5,27.93,USD,137.71
50,2020-06-03,C1013,closed,9,12.07,USD,110.45
51,2020-06-04,C1054,open,2,15.96,USD,32.28
52,2020-06-05,C1963,pending,2,19.66,USD,39.52
53,2020-06-06,C1847,closed,8,33.77,USD,267.41
54,2020-06-07,C1306,closed,5,15.57,USD,78.43
55,2020-06-08,C1676,open,1,28.44,USD,28.5
56,2020-06-09,C1745,open,1,39.49,USD,39.1
57,2020-06-10,C1520,closed,2,32.52,USD,64.35
58,2020-06-11,C1101,closed,9,24.26,USD,218.05
59,2020-06-12,C1449,pending,6,34.36,USD,204.79
60,2020-06-13,C1887,closed,4,13.62,USD,54.12
61,2020-06-14,C1717,closed,3,27.67,USD,84.38
62,2020-06-15,C1926,closed,7,21.41,USD,151.93
63,2020-06-16,C1728,closed,3,37.25,USD,110.18
64,2020-06-17,C1574,closed,8,19.32,USD,151.52
65,2020-06-18,C1803,pending,9,30.65,USD,280.21
66,2020-06-19,C1264,open,6,16.99,USD,101.56
67,2020-06-20,C1383,closed,3,32.6,USD,98.85
68,2020-06-21,C1871,open,4,39.37,USD,154.61
69,2020-06-22,C1819,open,7,23.91,USD,164.81
70,2020-06-23,C1379,closed,4,36.62,USD,145.87
71,2020-06-24,C1176,open,6,20.48,USD,124.0
72,2020-06-25,C1787,pending,9,21.52,USD,192.34
73,2020-06-26,C1041,closed,7,13.45,USD,94.97
74,2020-06-27,C1762,closed,8,38.2,USD,300.27
75,2020-06-28,C1396,open,5,25.53,USD,128.15
76,2020-06-29,C1360,closed,1,22.99,USD,22.56
77,2020-06-30,C1417,closed,2,12.04,USD,23.62
78,2020-07-01,C1872,open,1,12.23,USD,12.1
79,2020-07-02,C1609,open,8,18.64,USD,150.81
80,2020-07-03,C1336,closed,2,35.64,USD,70.46
81,2020-07-04,C1224,open,9,38.26,USD,341.4
82,2020-07-05,C1897,closed,4,31.39,USD,127.27
83,2020-07-06,C1151,closed,4,36.0,USD,141.93
84,2020-07-07,C1521,open,4,34.04,USD,134.13
85,2020-07-08,C1474,pending,3,39.28,USD,118.87
86,2020-07-09,C1027,pending,5,21.95,USD,110.37
87,2020-07-10,C1112,open,4,34.91,USD,138.69
88,2020-07-11,C1105,open,5,37.49,USD,190.91
89,2020-07-12,C1033,open,4,34.21,USD,137.82
90,2020-07-13,C1577,open,8,35.85,USD,287.37
91,2020-07-14,C1956,closed,3,10.04,USD,29.8
92,2020-07-15,C1154,pending,2,31.34,USD,61.52
93,2020-07-16,C1546,open,7,22.81,USD,160.87
94,2020-07-17,C1736,closed,3,16.71,USD,50.46
95,2020-07-18,C1251,closed,2,36.2,USD,73.59
96,2020-07-19,C1344,closed,8,24.66,USD,195.54
97,2020-07-20,C1094,open,3,10.25,USD,30.44
98,2020-07-21,C1269,open,8,15.36,USD,125.28
99,2020-07-22,C1369,open,5,13.88,USD,70.0
100,2020-07-23,C1872,open,1,37.09,USD,37.82
101,2020-07-24,C1288,closed,1,31.69,USD,32.01
102,2020-07-25,C1029,closed,4,23.47,USD,93.59
103,2020-07-26,C1109,open,8,20.24,USD,158.79
104,2020-07-27,C1463,open,4,10.2,USD,41.06
105,2020-07-28,C1253,open,5,18.56,USD,92.04
106,2020-07-29,C1459,closed,3,29.88,USD,90.96
107,2020-07-30,C1276,pending,9,31.13,USD,278.59
108,2020-07-31,C1695,closed,8,34.36,USD,278.64
109,2020-08-01,C1071,pending,3,22.79,USD,67.15
110,2020-08-02,C1681,open,3,33.76,USD,103.26
111,2020-08-03,C1343,open,6,36.32,USD,220.57
112,2020-08-04,C1641,open,7,12.3,USD,85.85
113,2020-08-05,C1467,open,5,12.01,USD,58.87
114,2020-08-06,C1120,pending,1,38.08,USD,37.59
115,2020-08-07,C1805,open,6,17.83,USD,108.8
116,2020-08-08,C1763,closed,9,24.79,USD,225.84
117,2020-08-09,C1830,closed,1,10.58,USD,10.6
118,2020-08-10,C1921,closed,6,20.16,USD,120.22
119,2020-08-11,C1073,open,4,24.03,USD,97.55
120,2020-08-12,C1446,pending,4,21.31,USD,85.43
121,2020-08-13,C1056,pending,9,11.52,USD,102.47
122,2020-08-14,C1385,open,3,30.67,USD,92.96
123,2020-08-15,C1981,open,7,32.55,USD,229.39
124,2020-08-16,C1555,closed,7,38.46,USD,267.99
125,2020-08-17,C1730,pending,9,25.73,USD,227.29
126,2020-08-18,C1427,pending,9,11.18,USD,99.2
127,2020-08-19,C1534,open,8,13.81,USD,111.02
128,2020-08-20,C1705,closed,9,36.69,USD,335.29
129,2020-08-21,C1587,pending,1,36.35,USD,35.98
130,2020-08-22,C1854,open,8,35.96,USD,285.99
131,2020-08-23,C1436,closed,3,16.93,USD,51.13
132,2020-08-24,C1303,open,4,12.18,USD,49.44
133,2020-08-25,C1286,closed,7,14.83,USD,105.73
134,2020-08-26,C1206,pending,3,21.43,USD,63.08
135,2020-08-27,C1346,pending,5,30.63,USD,151.99
136,2020-08-28,C1573,open,2,30.3,USD,60.89
137,2020-08-29,C1214,closed,4,30.78,USD,121.4
138,2020-08-30,C1601,open,2,22.52,USD,44.52
139,2020-08-31,C1384,closed,4,19.07,USD,77.5
140,2020-09-01,C1979,closed,3,30.15,USD,90.1
141,2020-09-02,C1275,open,9,38.7,USD,347.6
142,2020-09-03,C1120,open,8,30.32,USD,241.93
143,2020-09-04,C1721,pending,9,28.32,USD,256.77
144,2020-09-05,C1238,closed,2,25.4,USD,51.28
145,2020-09-06,C1155,closed,9,33.7,USD,306.05
146,2020-09-07,C1865,closed,1,33.17,USD,33.53
147,2020-09-08,C1630,closed,9,26.95,USD,242.5
148,2020-09-09,C1565,open,5,12.73,USD,63.78
149,2020-09-10,C1626,closed,9,24.45,USD,219.98
150,2020-09-11,C1057,pending,9,30.8,USD,280.22
151,2020-09-12,C1148,open,4,11.0,USD,44.46
152,2020-09-13,C1154,closed,8,21.88,USD,171.68
153,2020-09-14,C1679,open,6,12.77,USD,76.07
154,2020-09-15,C1610,open,6,13.68,USD,81.54
155,2020-09-16,C1311,closed,9,34.36,USD,303.42
156,2020-09-17,C1255,open,2,30.73,USD,62.23
157,2020-09-18,C1253,closed,3,30.11,USD,91.39
158,2020-09-19,C1899,pending,3,38.66,USD,113.71
159,2020-09-20,C1728,closed,7,28.48,USD,201.63
160,2020-09-21,C1554,closed,5,35.45,USD,178.72
161,2020-09-22,C1331,closed,1,21.31,USD,21.71
162,2020-09-23,C1091,closed,8,15.12,USD,118.88
163,2020-09-24,C1838,closed,5,29.09,USD,144.47
164,2020-09-25,C1588,open,4,34.13,USD,137.35
165,2020-09-26,C1054,closed,4,14.5,USD,58.5
166,2020-09-27,C1390,pending,2,18.95,USD,37.32
167,2020-09-28,C1868,open,1,20.11,USD,20.24
168,2020-09-29,C1425,pending,6,35.09,USD,214.45
169,2020-09-30,C1641,closed,3,10.69,USD,32.13
170,2020-10-01,C1225,closed,9,33.32,USD,299.78
171,2020-10-02,C1485,closed,4,18.57,USD,74.81
172,2020-10-03,C1360,open,2,17.1,USD,34.76
173,2020-10-04,C1326,pending,4,26.2,USD,106.41
174,2020-10-05,C1682,pending,4,19.12,USD,75.0
175,2020-10-06,C1975,pending,1,33.29,USD,33.57
176,2020-10-07,C1975,open,8,33.11,USD,267.47
177,2020-10-08,C1804,open,4,20.79,USD,83.05
178,2020-10-09,C1504,open,4,32.45,USD,129.25
179,2020-10-10,C1887,open,7,18.27,USD,127.15
180,2020-10-11,C1350,closed,2,23.93,USD,47.7
181,2020-10-12,C1525,closed,6,34.89,USD,211.24
182,2020-10-13,C1072,open,6,19.16,USD,116.7
183,2020-10-14,C1610,open,7,13.91,USD,96.63
184,2020-10-15,C1731,pending,2,14.22,USD,28.41
185,2020-10-16,C1502,closed,7,14.91,USD,102.94
186,2020-10-17,C1024,pending,2,22.25,USD,44.77
187,2020-10-18,C1773,open,2,25.82,USD,51.34
188,2020-10-19,C1646,closed,1,32.37,USD,31.88
189,2020-10-20,C1023,pending,9,14.06,USD,127.6
190,2020-10-21,C1039,closed,9,36.83,USD,337.39
191,2020-10-22,C1895,open,5,37.74,USD,185.57
192,2020-10-23,C1331,closed,7,32.81,USD,227.42
193,2020-10-24,C1703,open,7,19.18,USD,132.07
194,2020-10-25,C1924,closed,3,17.19,USD,51.14
195,2020-10-26,C1930,open,2,19.69,USD,39.1
196,2020-10-27,C1219,closed,4,32.59,USD,129.4
197,2020-10-28,C1718,open,8,24.56,USD,198.18
198,2020-10-29,C1071,closed,1,35.43,USD,35.7
